id,university,department,score
69,ISTANBUL TEKNIK UNIVERSITESI,Bilgisayar Muhendisligi,522.64
75,MARMARA UNIVERSITESI,Bilgisayar Muhendisligi,521.30
82,IZMIR KATIP CELEBI UNIVERSITESI,Bilgisayar Muhendisligi,518.96
90,GEBZE TEKNIK UNIVERSITESI,Bilgisayar Muhendisligi,515.97
91,ISTANBUL MEDIPOL UNIVERSITESI,Bilgisayar Muhendisligi,515.96
93,ANKARA UNIVERSITESI,Bilgisayar Muhendisligi,514.64
97,IZMIR EKONOMI UNIVERSITESI,Bilgisayar Muhendisligi,513.78
99,MEF UNIVERSITESI,Bilgisayar Muhendisligi,513.51
102,ISTANBUL BILGI UNIVERSITESI,Bilgisayar Muhendisligi,512.17
116,KADIR HAS UNIVERSITESI,Bilgisayar Muhendisligi,511.13
118,CANKAYA UNIVERSITESI,Bilgisayar Muhendisligi,510.66
121,BASKENT UNIVERSITESI,Bilgisayar Muhendisligi,509.91
131,DOKUZ EYLUL UNIVERSITESI,Bilgisayar Muhendisligi,507.33
133,ISTANBUL UNIVERSITESI,Bilgisayar Muhendisligi,506.98
141,GAZI UNIVERSITESI,Bilgisayar Muhendisligi,504.45
143,ACIBADEM MEHMET ALI AYDINLAR UNIVERSITESI,Bilgisayar Muhendisligi,504.08
159,ESKISEHIR TEKNIK UNIVERSITESI,Bilgisayar Muhendisligi,500.23
161,ISTANBUL UNIVERSITESI-CERRAHPASA,Bilgisayar Muhendisligi,500.06
166,YASAR UNIVERSITESI,Bilgisayar Muhendisligi,499.93
175,ANKARA MEDIPOL UNIVERSITESI,Bilgisayar Muhendisligi,498.57
192,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Bilgisayar Muhendisligi,495.41
203,MALTEPE UNIVERSITESI,Bilgisayar Muhendisligi,494.69
210,ATILIM UNIVERSITESI,Bilgisayar Muhendisligi,494.07
212,ISTANBUL AYDIN UNIVERSITESI,Bilgisayar Muhendisligi,493.88
227,AKDENIZ UNIVERSITESI,Bilgisayar Muhendisligi,491.24
232,OSTIM TEKNIK UNIVERSITESI,Bilgisayar Muhendisligi,490.67
244,ISTINYE UNIVERSITESI,Bilgisayar Muhendisligi,488.79
263,ORTA DOGU TEKNIK UNIVERSITESI,Bilgisayar Muhendisligi,486.98
293,ISTANBUL BEYKENT UNIVERSITESI,Bilgisayar Muhendisligi,481.43
298,TURK HAVA KURUMU UNIVERSITESI,Bilgisayar Muhendisligi,480.72
319,ANKARA BILIM UNIVERSITESI,Bilgisayar Muhendisligi,478.97
324,ISIK UNIVERSITESI,Bilgisayar Muhendisligi,478.04
330,ISTANBUL KULTUR UNIVERSITESI,Bilgisayar Muhendisligi,477.35
333,ISTANBUL OKAN UNIVERSITESI,Bilgisayar Muhendisligi,477.03
354,ANTALYA BILIM UNIVERSITESI,Bilgisayar Muhendisligi,474.79
370,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Bilgisayar Muhendisligi,473.03
378,ABDULLAH GUL UNIVERSITESI,Bilgisayar Muhendisligi,471.55
386,HALIC UNIVERSITESI,Bilgisayar Muhendisligi,470.97
387,BIRUNI UNIVERSITESI,Bilgisayar Muhendisligi,470.75
402,USKUDAR UNIVERSITESI,Bilgisayar Muhendisligi,469.42
410,MUGLA SITKI KOCMAN UNIVERSITESI,Bilgisayar Muhendisligi,469.04
420,CUKUROVA UNIVERSITESI,Bilgisayar Muhendisligi,468.15
423,DOGUS UNIVERSITESI,Bilgisayar Muhendisligi,467.80
461,MANISA CELÂL BAYAR UNIVERSITESI,Bilgisayar Muhendisligi,464.23
466,FATIH SULTAN MEHMET VAKIF UNIVERSITESI,Bilgisayar Muhendisligi,463.96
467,ISTANBUL TICARET UNIVERSITESI,Bilgisayar Muhendisligi,463.95
483,AYDIN ADNAN MENDERES UNIVERSITESI,Bilgisayar Muhendisligi,462.26
502,KTO KARATAY UNIVERSITESI,Bilgisayar Muhendisligi,460.23
539,KARADENIZ TEKNIK UNIVERSITESI,Bilgisayar Muhendisligi,457.32
541,ALTINBAS UNIVERSITESI,Bilgisayar Muhendisligi,457.22
544,FENERBAHCE UNIVERSITESI,Bilgisayar Muhendisligi,456.82
560,BEYKOZ UNIVERSITESI,Bilgisayar Muhendisligi,455.60
561,ISTANBUL AREL UNIVERSITESI,Bilgisayar Muhendisligi,455.56
598,ISTANBUL ATLAS UNIVERSITESI,Bilgisayar Muhendisligi,452.60
600,KOCAELI SAGLIK VE TEKNOLOJI UNIVERSITESI,Bilgisayar Muhendisligi,452.51
602,ISTANBUL GELISIM UNIVERSITESI,Bilgisayar Muhendisligi,452.46
624,ERCIYES UNIVERSITESI,Bilgisayar Muhendisligi,451.00
631,HASAN KALYONCU UNIVERSITESI,Bilgisayar Muhendisligi,450.45
653,ISTANBUL GEDIK UNIVERSITESI,Bilgisayar Muhendisligi,448.89
692,ISTANBUL NISANTASI UNIVERSITESI,Bilgisayar Muhendisligi,445.86
696,DOGU AKDENIZ UNIVERSITESI,Bilgisayar Muhendisligi,445.53
709,ISTANBUL TOPKAPI UNIVERSITESI,Bilgisayar Muhendisligi,444.89
725,ALANYA ALAADDIN KEYKUBAT UNIVERSITESI,Bilgisayar Muhendisligi,443.22
782,ISTANBUL SAGLIK VE TEKNOLOJI UNIVERSITESI,Bilgisayar Muhendisligi,439.19
783,DUZCE UNIVERSITESI,Bilgisayar Muhendisligi,439.14
797,MERSIN UNIVERSITESI,Bilgisayar Muhendisligi,438.08
798,BANDIRMA ONYEDI EYLUL UNIVERSITESI,Bilgisayar Muhendisligi,438.07
854,KONYA GIDA VE TARIM UNIVERSITESI,Bilgisayar Muhendisligi,434.03
857,SIVAS BILIM VE TEKNOLOJI UNIVERSITESI,Bilgisayar Muhendisligi,433.87
869,KARABUK UNIVERSITESI,Bilgisayar Muhendisligi,433.25
902,ALANYA UNIVERSITESI,Bilgisayar Muhendisligi,431.78
921,ADANA ALPARSLAN TURKES BILIM VE TEKNOLOJI UNIVERSITESI,Bilgisayar Muhendisligi,430.43
948,YALOVA UNIVERSITESI,Bilgisayar Muhendisligi,428.81
969,ISTANBUL RUMELI UNIVERSITESI,Bilgisayar Muhendisligi,427.56
989,ATATURK UNIVERSITESI,Bilgisayar Muhendisligi,426.56
1021,ISTANBUL ESENYURT UNIVERSITESI,Bilgisayar Muhendisligi,424.50
1059,AVRASYA UNIVERSITESI,Bilgisayar Muhendisligi,422.03
1095,MUDANYA UNIVERSITESI,Bilgisayar Muhendisligi,420.14
1254,ERZURUM TEKNIK UNIVERSITESI,Bilgisayar Muhendisligi,410.77
1593,TARSUS UNIVERSITESI,Bilgisayar Muhendisligi,393.77
1824,SAKARYA UYGULAMALI BILIMLER UNIVERSITESI,Bilgisayar Muhendisligi,383.82
449,BOGAZICI UNIVERSITESI,Bilgisayar ve Ogretim Teknolojileri Ogretmenligi,465.34
650,ORTA DOGU TEKNIK UNIVERSITESI,Bilgisayar ve Ogretim Teknolojileri Ogretmenligi,449.05
453,ATILIM UNIVERSITESI,Bilisim Sistemleri Muhendisligi,464.85
690,ANKARA BILIM UNIVERSITESI,Bilisim Sistemleri Muhendisligi,446.12
1073,ISTANBUL TEKNIK UNIVERSITESI,Bilisim Sistemleri Muhendisligi,421.57
45,IHSAN DOGRAMACI BILKENT UNIVERSITESI,Bilisim Sistemleri ve Teknolojileri,531.32
462,YEDITEPE UNIVERSITESI,Bilisim Sistemleri ve Teknolojileri,464.18
1465,ISTANBUL OKAN UNIVERSITESI,Bilisim Sistemleri ve Teknolojileri,399.20
300,ORTA DOGU TEKNIK UNIVERSITESI,Biyoloji,480.51
953,ANKARA UNIVERSITESI,Biyoloji,428.53
1714,HACETTEPE UNIVERSITESI,Biyoloji,388.27
237,TOBB EKONOMI VE TEKNOLOJI UNIVERSITESI,Biyomedikal Muhendisligi,489.81
285,BAHCESEHIR UNIVERSITESI,Biyomedikal Muhendisligi,482.83
384,ACIBADEM MEHMET ALI AYDINLAR UNIVERSITESI,Biyomedikal Muhendisligi,471.06
611,YEDITEPE UNIVERSITESI,Biyomedikal Muhendisligi,451.94
621,IZMIR EKONOMI UNIVERSITESI,Biyomedikal Muhendisligi,451.15
744,BASKENT UNIVERSITESI,Biyomedikal Muhendisligi,441.92
834,YILDIZ TEKNIK UNIVERSITESI,Biyomedikal Muhendisligi,435.17
1079,ANKARA UNIVERSITESI,Biyomedikal Muhendisligi,421.33
1135,ISTANBUL MEDIPOL UNIVERSITESI,Biyomedikal Muhendisligi,418.07
1615,BIRUNI UNIVERSITESI,Biyomedikal Muhendisligi,392.86
1681,ISIK UNIVERSITESI,Biyomedikal Muhendisligi,389.65
1950,ISTANBUL YENI YUZYIL UNIVERSITESI,Biyomedikal Muhendisligi,378.64
652,IZMIR KATIP CELEBI UNIVERSITESI,Biyomuhendislik,448.98
654,YILDIZ TEKNIK UNIVERSITESI,Biyomuhendislik,448.86
889,EGE UNIVERSITESI,Biyomuhendislik,432.26
997,MARMARA UNIVERSITESI,Biyomuhendislik,426.10
1002,GEBZE TEKNIK UNIVERSITESI,Biyomuhendislik,425.90
1118,USKUDAR UNIVERSITESI,Biyomuhendislik,418.89
1628,ISTANBUL UNIVERSITESI,Cagdas Yunan Dili ve Edebiyati,392.25
1479,ISTANBUL TEKNIK UNIVERSITESI,Cevher Hazirlama Muhendisligi,398.69
127,BOGAZICI UNIVERSITESI,Ceviribilimi,508.65
253,YEDITEPE UNIVERSITESI,Ceviribilimi,487.80
472,ORTA DOGU TEKNIK UNIVERSITESI,Cevre Muhendisligi,463.42
648,ISTANBUL TEKNIK UNIVERSITESI,Cevre Muhendisligi,449.22
1340,YILDIZ TEKNIK UNIVERSITESI,Cevre Muhendisligi,405.56
1587,HACETTEPE UNIVERSITESI,Cevre Muhendisligi,394.10
1884,MARMARA UNIVERSITESI,Cevre Muhendisligi,381.48
2106,ISTANBUL UNIVERSITESI-CERRAHPASA,Cevre Muhendisligi,373.12
823,ISTANBUL UNIVERSITESI,Cin Dili ve Edebiyati,436.57
1500,ANKARA HACI BAYRAM VELI UNIVERSITESI,Cin Dili ve Edebiyati,397.66
1870,ERCIYES UNIVERSITESI,Cin Dili ve Edebiyati,382.18
688,ISTANBUL OKAN UNIVERSITESI,Cince Mutercim ve Tercumanlik,446.32
927,YASAR UNIVERSITESI,Cizgi Film ve Animasyon,429.98
1068,BASKENT UNIVERSITESI,Cizgi Film ve Animasyon,421.76
1233,ISTANBUL KULTUR UNIVERSITESI,Cizgi Film ve Animasyon,411.65
1289,HALIC UNIVERSITESI,Cizgi Film ve Animasyon,408.64
1475,USKUDAR UNIVERSITESI,Cizgi Film ve Animasyon,398.87
1880,BEYKOZ UNIVERSITESI,Cizgi Film ve Animasyon,381.76
2017,ISTANBUL AREL UNIVERSITESI,Cizgi Film ve Animasyon,375.81
2124,ANKARA UNIVERSITESI,Cografya,372.22
1499,GAZI UNIVERSITESI,Cografya Ogretmenligi,397.69
1707,MARMARA UNIVERSITESI,Cografya Ogretmenligi,388.62
1790,DOKUZ EYLUL UNIVERSITESI,Cografya Ogretmenligi,384.97
1965,CANAKKALE ONSEKIZ MART UNIVERSITESI,Cografya Ogretmenligi,378.01
2022,DICLE UNIVERSITESI,Cografya Ogretmenligi,375.67
2111,NECMETTIN ERBAKAN UNIVERSITESI,Cografya Ogretmenligi,372.85
563,ISTANBUL TEKNIK UNIVERSITESI,Deniz Ulastirma Isletme Muhendisligi,455.40
703,PIRI REIS UNIVERSITESI,Deniz Ulastirma Isletme Muhendisligi,445.29
938,DOKUZ EYLUL UNIVERSITESI,Deniz Ulastirma Isletme Muhendisligi,429.41
1264,ISTANBUL UNIVERSITESI-CERRAHPASA,Deniz Ulastirma Isletme Muhendisligi,410.09
1601,KARADENIZ TEKNIK UNIVERSITESI,Deniz Ulastirma Isletme Muhendisligi,393.47
1808,BANDIRMA ONYEDI EYLUL UNIVERSITESI,Deniz Ulastirma Isletme Muhendisligi,384.39
2029,ORDU UNIVERSITESI,Deniz Ulastirma Isletme Muhendisligi,375.50
1931,PIRI REIS UNIVERSITESI,Denizcilik Isletmeleri Yonetimi,379.36
174,BAHCESEHIR UNIVERSITESI,Dijital Oyun Tasarimi,498.76
344,ISTANBUL BILGI UNIVERSITESI,Dijital Oyun Tasarimi,476.02
800,ISTINYE UNIVERSITESI,Dijital Oyun Tasarimi,437.92
993,ISTANBUL AYDIN UNIVERSITESI,Dijital Oyun Tasarimi,426.34
1162,ISTANBUL BEYKENT UNIVERSITESI,Dijital Oyun Tasarimi,416.61
1385,DOGUS UNIVERSITESI,Dijital Oyun Tasarimi,402.84
1485,ISTANBUL NISANTASI UNIVERSITESI,Dijital Oyun Tasarimi,398.17
1488,HALIC UNIVERSITESI,Dijital Oyun Tasarimi,398.15
1563,BEYKOZ UNIVERSITESI,Dijital Oyun Tasarimi,395.09
1843,ISTANBUL TOPKAPI UNIVERSITESI,Dijital Oyun Tasarimi,383.17
1874,MUGLA SITKI KOCMAN UNIVERSITESI,Dijital Oyun Tasarimi,382.03
1944,ISTANBUL KENT UNIVERSITESI,Dijital Oyun Tasarimi,378.86
555,ISTANBUL MEDIPOL UNIVERSITESI,Dil ve Konusma Terapisi,456.06
636,HACETTEPE UNIVERSITESI,Dil ve Konusma Terapisi,450.10
746,ANKARA MEDIPOL UNIVERSITESI,Dil ve Konusma Terapisi,441.84
752,ANADOLU UNIVERSITESI,Dil ve Konusma Terapisi,441.65
909,LOKMAN HEKIM UNIVERSITESI,Dil ve Konusma Terapisi,431.17
933,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Dil ve Konusma Terapisi,429.70
999,BAHCESEHIR UNIVERSITESI,Dil ve Konusma Terapisi,426.08
1094,YUKSEK IHTISAS UNIVERSITESI,Dil ve Konusma Terapisi,420.41
1188,ONDOKUZ MAYIS UNIVERSITESI,Dil ve Konusma Terapisi,414.90
1210,BIRUNI UNIVERSITESI,Dil ve Konusma Terapisi,413.16
1284,SAGLIK BILIMLERI UNIVERSITESI,Dil ve Konusma Terapisi,408.98
1468,IZMIR BAKIRCAY UNIVERSITESI,Dil ve Konusma Terapisi,399.17
1484,IZMIR TINAZTEPE UNIVERSITESI,Dil ve Konusma Terapisi,398.26
1534,USKUDAR UNIVERSITESI,Dil ve Konusma Terapisi,396.27
1630,MUGLA SITKI KOCMAN UNIVERSITESI,Dil ve Konusma Terapisi,391.87
1798,ISTINYE UNIVERSITESI,Dil ve Konusma Terapisi,384.67
1804,TARSUS UNIVERSITESI,Dil ve Konusma Terapisi,384.59
1831,KUTAHYA SAGLIK BILIMLERI UNIVERSITESI,Dil ve Konusma Terapisi,383.51
1919,ISTANBUL KENT UNIVERSITESI,Dil ve Konusma Terapisi,379.91
1984,INONU UNIVERSITESI,Dil ve Konusma Terapisi,377.18
2092,KAPADOKYA UNIVERSITESI,Dil ve Konusma Terapisi,373.56
2120,ISTANBUL ATLAS UNIVERSITESI,Dil ve Konusma Terapisi,372.40
2175,FENERBAHCE UNIVERSITESI,Dil ve Konusma Terapisi,370.52
2186,ISTANBUL NISANTASI UNIVERSITESI,Dil ve Konusma Terapisi,370.04
2236,ISTANBUL GELISIM UNIVERSITESI,Dil ve Konusma Terapisi,367.97
193,BOGAZICI UNIVERSITESI,Dilbilimi,495.28
958,ISTANBUL UNIVERSITESI,Dilbilimi,428.28
1381,ISTANBUL MEDENIYET UNIVERSITESI,Dilbilimi,403.38
66,YEDITEPE UNIVERSITESI,Dis Hekimligi,523.23
117,ISTANBUL UNIVERSITESI,Dis Hekimligi,510.97
198,BEZM-I ÂLEM VAKIF UNIVERSITESI,Dis Hekimligi,494.91
207,ANKARA UNIVERSITESI,Dis Hekimligi,494.33
209,ISTANBUL MEDIPOL UNIVERSITESI,Dis Hekimligi,494.20
231,BAHCESEHIR UNIVERSITESI,Dis Hekimligi,490.72
243,BASKENT UNIVERSITESI,Dis Hekimligi,488.82
247,ANKARA MEDIPOL UNIVERSITESI,Dis Hekimligi,488.65
261,ISTANBUL UNIVERSITESI-CERRAHPASA,Dis Hekimligi,487.08
277,BIRUNI UNIVERSITESI,Dis Hekimligi,484.69
288,ICISLERI BAKANLIGI VE MILLI SAVUNMA BAKANLIGI ADINA SAGLIK BILIMLERI UNIVERSITESINDE EGITIM ALACAKL,Dis Hekimligi,482.38
289,LOKMAN HEKIM UNIVERSITESI,Dis Hekimligi,482.34
292,ISTINYE UNIVERSITESI,Dis Hekimligi,481.43
299,IZMIR TINAZTEPE UNIVERSITESI,Dis Hekimligi,480.72
304,IZMIR KATIP CELEBI UNIVERSITESI,Dis Hekimligi,480.34
307,ISTANBUL AYDIN UNIVERSITESI,Dis Hekimligi,480.10
317,USKUDAR UNIVERSITESI,Dis Hekimligi,479.03
321,ISTANBUL OKAN UNIVERSITESI,Dis Hekimligi,478.88
329,ANTALYA BILIM UNIVERSITESI,Dis Hekimligi,477.47
338,ISTANBUL BEYKENT UNIVERSITESI,Dis Hekimligi,476.40
346,ISTANBUL ATLAS UNIVERSITESI,Dis Hekimligi,475.79
347,NUH NACI YAZGAN UNIVERSITESI,Dis Hekimligi,475.76
351,ALTINBAS UNIVERSITESI,Dis Hekimligi,475.16
352,ISTANBUL KENT UNIVERSITESI,Dis Hekimligi,474.94
353,ISTANBUL YENI YUZYIL UNIVERSITESI,Dis Hekimligi,474.85
360,ISTANBUL SAGLIK VE TEKNOLOJI UNIVERSITESI,Dis Hekimligi,474.28
372,KOCAELI SAGLIK VE TEKNOLOJI UNIVERSITESI,Dis Hekimligi,472.80
373,ISTANBUL GELISIM UNIVERSITESI,Dis Hekimligi,472.48
392,ISTANBUL GALATA UNIVERSITESI,Dis Hekimligi,470.46
395,ISTANBUL NISANTASI UNIVERSITESI,Dis Hekimligi,470.38
406,DOGU AKDENIZ UNIVERSITESI,Dis Hekimligi,469.15
411,KAPADOKYA UNIVERSITESI,Dis Hekimligi,468.96
436,YAKIN DOGU UNIVERSITESI,Dis Hekimligi,466.84
451,KIBRIS SAGLIK VE TOPLUM BILIMLERI UNIVERSITESI,Dis Hekimligi,465.13
457,ADA KENT UNIVERSITESI,Dis Hekimligi,464.39
458,LEFKE AVRUPA UNIVERSITESI,Dis Hekimligi,464.33
459,GIRNE UNIVERSITESI,Dis Hekimligi,464.33
201,YEDITEPE UNIVERSITESI,Eczacilik,494.77
249,ACIBADEM MEHMET ALI AYDINLAR UNIVERSITESI,Eczacilik,488.53
291,ISTANBUL UNIVERSITESI,Eczacilik,481.69
327,BAHCESEHIR UNIVERSITESI,Eczacilik,477.90
337,ISTANBUL MEDIPOL UNIVERSITESI,Eczacilik,476.41
340,HACETTEPE UNIVERSITESI,Eczacilik,476.24
382,BEZM-I ÂLEM VAKIF UNIVERSITESI,Eczacilik,471.26
429,ANKARA UNIVERSITESI,Eczacilik,467.28
430,EGE UNIVERSITESI,Eczacilik,467.25
448,GAZI UNIVERSITESI,Eczacilik,465.41
468,ISTANBUL UNIVERSITESI-CERRAHPASA,Eczacilik,463.87
469,ANKARA MEDIPOL UNIVERSITESI,Eczacilik,463.68
476,ANADOLU UNIVERSITESI,Eczacilik,462.89
480,MARMARA UNIVERSITESI,Eczacilik,462.60
482,BASKENT UNIVERSITESI,Eczacilik,462.53
489,IZMIR KATIP CELEBI UNIVERSITESI,Eczacilik,461.56
492,SAGLIK BILIMLERI UNIVERSITESI,Eczacilik,461.10
499,LOKMAN HEKIM UNIVERSITESI,Eczacilik,460.70
501,CUKUROVA UNIVERSITESI,Eczacilik,460.54
503,BIRUNI UNIVERSITESI,Eczacilik,460.16
518,SELCUK UNIVERSITESI,Eczacilik,458.66
519,ISTINYE UNIVERSITESI,Eczacilik,458.64
521,MERSIN UNIVERSITESI,Eczacilik,458.54
526,KOCAELI SAGLIK VE TEKNOLOJI UNIVERSITESI,Eczacilik,458.12
530,ERCIYES UNIVERSITESI,Eczacilik,457.87
542,ONDOKUZ MAYIS UNIVERSITESI,Eczacilik,457.18
543,SULEYMAN DEMIREL UNIVERSITESI,Eczacilik,456.92
547,DICLE UNIVERSITESI,Eczacilik,456.62
551,ISTANBUL SAGLIK VE TEKNOLOJI UNIVERSITESI,Eczacilik,456.37
554,ISTANBUL YENI YUZYIL UNIVERSITESI,Eczacilik,456.10
562,KARADENIZ TEKNIK UNIVERSITESI,Eczacilik,455.41
566,TRAKYA UNIVERSITESI,Eczacilik,455.20
571,ALTINBAS UNIVERSITESI,Eczacilik,455.03
574,ICISLERI BAKANLIGI VE MILLI SAVUNMA BAKANLIGI ADINA SAGLIK BILIMLERI UNIVERSITESINDE EGITIM ALACAKL,Eczacilik,454.87
582,DUZCE UNIVERSITESI,Eczacilik,454.11
586,AFYONKARAHISAR SAGLIK BILIMLERI UNIVERSITESI,Eczacilik,453.92
592,FENERBAHCE UNIVERSITESI,Eczacilik,453.31
604,INONU UNIVERSITESI,Eczacilik,452.28
608,HARRAN UNIVERSITESI,Eczacilik,452.10
613,ZONGULDAK BULENT ECEVIT UNIVERSITESI,Eczacilik,451.80
614,SIVAS CUMHURIYET UNIVERSITESI,Eczacilik,451.78
627,ATATURK UNIVERSITESI,Eczacilik,450.89
630,VAN YUZUNCU YIL UNIVERSITESI,Eczacilik,450.67
634,FIRAT UNIVERSITESI,Eczacilik,450.16
638,DOGU AKDENIZ UNIVERSITESI,Eczacilik,449.85
655,ADIYAMAN UNIVERSITESI,Eczacilik,448.86
660,ERZINCAN BINALI YILDIRIM UNIVERSITESI,Eczacilik,448.51
685,AGRI IBRAHIM CECEN UNIVERSITESI,Eczacilik,446.65
691,YAKIN DOGU UNIVERSITESI,Eczacilik,446.07
695,ULUSLARARASI KIBRIS UNIVERSITESI,Eczacilik,445.54
716,GIRNE AMERIKAN UNIVERSITESI,Eczacilik,444.36
25,KOC UNIVERSITESI,Ekonomi,537.57
134,OZYEGIN UNIVERSITESI,Ekonomi,506.87
256,ISTANBUL TEKNIK UNIVERSITESI,Ekonomi,487.50
275,YEDITEPE UNIVERSITESI,Ekonomi,485.04
368,BAHCESEHIR UNIVERSITESI,Ekonomi,473.47
400,IZMIR EKONOMI UNIVERSITESI,Ekonomi,469.75
473,ISTANBUL BILGI UNIVERSITESI,Ekonomi,463.29
587,MEF UNIVERSITESI,Ekonomi,453.71
786,KADIR HAS UNIVERSITESI,Ekonomi,438.95
1588,YASAR UNIVERSITESI,Ekonomi,394.02
528,BAHCESEHIR UNIVERSITESI,Ekonomi ve Finans,457.96
769,ISTANBUL BILGI UNIVERSITESI,Ekonomi ve Finans,440.21
1256,ISTANBUL TEKNIK UNIVERSITESI,Ekonomi ve Finans,410.72
2247,ISTANBUL MEDIPOL UNIVERSITESI,Ekonomi ve Finans,367.44
77,ISTANBUL TEKNIK UNIVERSITESI,Elektrik Muhendisligi,520.68
21,BOGAZICI UNIVERSITESI,Elektrik-Elektronik Muhendisligi,539.18
